01ke5823.copc.laz,QmSiPnQhDTko3G5wGUZ8WAUfwp8EtAsTv5v93FzxVGVRiC,48212080,45.98 MiB
01ke5824.copc.laz,QmTAdtesSr4C3cjExKtikEQMptCGDouJAoZwPZ8E58W9pH,268468172,256.03 MiB
01ke5841.copc.laz,QmTXVuXJzsdgWTTWzdCEfxqb7aaJWQbgfEad6qK3p5LxX6,118765217,113.26 MiB
01ke5844.copc.laz,QmZira2EvZedCnAQWkqGaVHt5XFpciZAkGQcWphrwgutno,254954803,243.14 MiB
01ke5911.copc.laz,QmU8zgdjpK8d9RZsiWkAQJygRAg3x995bT6qGxSNKP7Eja,138114610,131.72 MiB
01ke5913.copc.laz,QmcDLw3daLBLBRTLsuj2C2LtrQcdBzHvVNpnx9PPZp2NuH,252975260,241.26 MiB
01ke5914.copc.laz,QmSYjegQqohZ6LSKP2gf4u7brukhMpPk2zgx3qfiJFdSZt,5066455,4.83 MiB
01ke5931.copc.laz,QmUJG2LYsSV6TZCirRCukH4Ke3CxSboPMGPBcPQE23dhtS,270059060,257.55 MiB
01ke5932.copc.laz,QmXTYojnkP1M9LJLP5HgrYwF782tAQJ1qrX4rTVywmK1hq,77453790,73.87 MiB
01ke5933.copc.laz,QmeXBtyx3f2XoQ1bEsfo2t3y3qaQnoTY7GpVKV3DRF5QgP,237214411,226.23 MiB
01ke5934.copc.laz,QmcjC4peiCTrkHCotngMPw1Kve4aVPW3CM4AEh1Tqxa1sJ,213445784,203.56 MiB
01ke5943.copc.laz,QmfWqi3N2WLphgW49qstpcJpGnxZm3RySamMjAf1H3MJpv,60806145,57.99 MiB
01ke6822.copc.laz,QmfAWkE3LcMcZ8XVYT8t1HcExqfmWdNaxA3Tf9S3MeY6FF,246469278,235.05 MiB
01ke6824.copc.laz,QmVd3nqMfneMQjUpRt4wTPMRxYVp6vMrGbWp1KnE15xC5f,230658048,219.97 MiB
01ke6841.copc.laz,QmV9BYixsHNaifZgeeVMWjnCFpMcA1BwbkyPFHRnUti2yd,219242738,209.09 MiB
01ke6842.copc.laz,QmXejcHfnsPgKerFTsERGWvrQcUvMdSouH8eZPseW8NXSN,208468871,198.81 MiB
01ke6843.copc.laz,QmWUQbSPPAaorpCZBoZsdchBxgBXSPfzFaXpLZvV6NGbCD,223867058,213.50 MiB
01ke6844.copc.laz,QmbhQiGWrpveSgzJJk4J9vpv2iqpYwyJJtoCTEqkUom6W5,218116807,208.01 MiB
01ke6911.copc.laz,QmTToVnkCndy9qFLg7cjpivuSN5NRYVJoKT9GZc6vBrAgs,277938875,265.06 MiB
01ke6912.copc.laz,QmbNnM8GVTsMu1A6FwrCUbHAr6pzdtgKXAnHMkkRwWFHkb,253280918,241.55 MiB
01ke6913.copc.laz,QmeZmfFb7Nx33QiZUk3Ss5gWgsjreVL8sKCXa5xiCz8Jnp,233121788,222.32 MiB
01ke6914.copc.laz,QmWysmVsnz7wi1qLEHzGyD8tNviMuYAoReYce5kU3Cd88r,226308872,215.82 MiB
01ke6921.copc.laz,QmbuauzjTNz2UU38dHANDXPUAWxCSRXXrvMhu8aHeLFgqb,237557977,226.55 MiB
01ke6922.copc.laz,QmVsTEog7r1fCmrAvVeHPWpiLxRgyVFGCTRLv8TDN3V5wq,13436352,12.81 MiB
01ke6923.copc.laz,QmVscbtiBqTiQ4Qj7jzkAP4RdAxYLTUBow4Rw2A5ctF9FK,297665162,283.88 MiB
01ke6924.copc.laz,QmQGHDJa2HJp34TMLtkoPxZasVbuhiq7Xp6S33LWYwpyCJ,137776331,131.39 MiB
01ke6931.copc.laz,QmZtXf3f3t6eEa9bzSPHawygf7BREAddAJfkt5z59qWk6r,203832563,194.39 MiB
01ke1543.copc.laz,Qmb1y2LGwKFB8hLu3kMGgZwSCCYkYDyMMJKtkWX3gv3x8A,47538939,45.34 MiB
01ke1544.copc.laz,QmXgmGjmNGGdA4MR1HwCzr6pN65iBUy5HHzY5CRN4PPg5Y,156125285,148.89 MiB
01ke1614.copc.laz,Qme8TyXmBqf6Dc7jo8oinoQomSLRi7UzKCPNvU9a4LUaQj,934379,912.48 KiB
01ke1621.copc.laz,QmakyDhwGiSYVf6APVbQX5iWjSaXZhu1vdiDpKkSydB9jo,6562513,6.26 MiB
01ke1622.copc.laz,QmY5P8NKDjoQscdczH9rVXoSVGwjKRQVzCdbUokMkCq1Kq,60649460,57.84 MiB
01ke1623.copc.laz,QmWePAGby2frRryEfUcxREa5G8S5Vs8dDFHtE8JmjudGK7,136524682,130.20 MiB
01ke1624.copc.laz,QmbJdwZVLM2WkFpFiYoR9ETAjQeCT3TAtZ8saTmfFUCvDX,256786526,244.89 MiB
01ke1631.copc.laz,QmSBsf47mpZ7WrcCJFWEsWNDVhw8tZX3ZNXwLuDK7CqNGE,78321194,74.69 MiB
01ke1632.copc.laz,QmaLL2BRyVu4CLZL1VgFdV5TAEV4fkmxCyM8P3G3iEpa7s,184677699,176.12 MiB
01ke1633.copc.laz,QmaExVaoxRh5kRn7DmnPtmqR7U7PiaZwor6bSsojNDDFHG,267541553,255.15 MiB
01ke1634.copc.laz,QmSUe2rASjTMbF9FfJeEBf6A6YBhmsfmVAKUwe7bfgGPeQ,254896238,243.09 MiB
01ke1641.copc.laz,QmbMuXe5hNqHrUALRp8ahkvtU4MFcZ3RZn6c3sCG35YiYg,236843628,225.87 MiB
01ke1642.copc.laz,QmQu4quHGo9fAjdDTCg5hv7bS9eDBEWVRFduMN3VagBHYP,212712627,202.86 MiB
01ke1643.copc.laz,Qmev5rARkQKPfVeYKCBt6K81rsPXq5FcUV4ASTRNpkKSQ3,181647278,173.23 MiB
01ke1644.copc.laz,QmagMrXXDx2bNRHCadT1p8hkJCi6zcdGLFcnmRuhJtgVad,32520883,31.01 MiB
01ke1711.copc.laz,QmfGB3K4v4hQgEj3rXmzM7A4cXXwYmTtCdcwEDTs3o2JHx,887076,866.29 KiB
01ke1713.copc.laz,QmaE4XwtszKqHMRcnVhvBLP7RXtrd8mRgTLpLddyx98yYH,154796615,147.63 MiB
01ke1714.copc.laz,QmR6zNYULmYMsLXGd3yXNgAeyb4f6wqaoRimxSB1Z1YpAk,5157525,4.92 MiB
01ke1731.copc.laz,QmYznyZ9Us54vBvXLHKnenF2dA4TNmLuLT9JYSyn5FNW4o,221192370,210.95 MiB
01ke1732.copc.laz,QmdjebuepGy7MvZhW4xq3F1CnxG3wqve2TgGP61VMHajCd,105128689,100.26 MiB
01ke1733.copc.laz,QmQNq4yoQ3ZLQs1koTLDweru6e5TJXcDF4kZjPEv3zaqcW,235033860,224.15 MiB
01ke1734.copc.laz,QmXxCVSkj3DNiXwXxAELEMj5jUoMn4a2hJd6jd3iCJtnf1,141176397,134.64 MiB
01ke2521.copc.laz,QmUviY3yBkymTzT1XL83HwZubEvZSFZQng471rjCheue8d,156300333,149.06 MiB
01ke2522.copc.laz,QmZAJS2p6efD3PKTM3iuPPpgeRxedWCj5Tg57SqAasGBnP,247423662,235.96 MiB
01ke2523.copc.laz,QmULyZCs7JW1bhs71x8yeHjhKcxygCpP6nAiYEJtFfMbUu,179814996,171.48 MiB
01ke2524.copc.laz,QmNVU5Pq7JPczCJ7qiqjy7W8vrZhdYjpT5A1Jn9Tj9ddWy,287663691,274.34 MiB
01ke2541.copc.laz,QmcpjWw6GyZH9yQW5vfqfF6T8k22CJHWDn8Z1KpXVNWmfp,234841950,223.96 MiB
01ke2542.copc.laz,QmckjxtpfdVrY8qkYfoFF9vEmSBsopyPr1HrktdUTjCVvx,274744316,262.02 MiB
01ke2543.copc.laz,Qmf93dtFdPZwvywRgB9CrukSpMaEG9n3GMiJFxeSkzJqRi,162438730,154.91 MiB
01ke2544.copc.laz,QmZ9bz9psL38Gfvyf3fz5cNfDuY49fJpBKJai6nRettL99,288682524,275.31 MiB
01ke2611.copc.laz,QmTuwge4Dq3Z9LgYS5RcUErdNr17dVTYE9rZFp2P9kfB48,263057990,250.87 MiB
01ke2612.copc.laz,QmXcHqr4YVyY2B9MyLAaMBGQtAJB5t64THosbKssS4PHmC,260121893,248.07 MiB
01ke2613.copc.laz,QmUxXj6WaDRwY5xQYC53JNtFkQQtoNi3tTwbbChrcxWiSX,273215432,260.56 MiB
01ke2614.copc.laz,QmaAvJizUR24aacjYRbm9vjzsh71P5JuNi23AmE42yneuJ,255548433,243.71 MiB
01ke2621.copc.laz,QmUAzZkqnxoqU5QpvsL5L9oGJW1nUsemNrkftq7yAMcRpb,122968518,117.27 MiB
01ke2622.copc.laz,QmPEeGNrX35NEtBbJiBdr7WNWkhhgjXJQesvVae3PKpSkv,58526950,55.82 MiB
01ke2623.copc.laz,QmPeQeXC1XhVc26Z5CdcbsX8tut8sj34sUFri8d7UBNKmV,143461780,136.82 MiB
01ke2624.copc.laz,QmdkyLT4usH9TQ5DNaWhuEatQYsL4KBhmJ4QkSdZ531dJQ,43796611,41.77 MiB
01ke2631.copc.laz,QmVw47eke7KvbFQ6RKZzEk4GJ6yAxjTSB1BrPyLtmvbvuk,274708483,261.98 MiB
01ke2632.copc.laz,QmRoAYGiakZJHGk2zgucDFenjTvdTz3SiifHPNfLVA3nit,258476242,246.50 MiB
01ke2633.copc.laz,QmaTXWJGaj6Qck2FPYLdzHH1uwuifoBRvFpyvwyzzY6UXD,257396361,245.47 MiB
01ke2634.copc.laz,QmUKJrViX7REP4DC2saAofftD1LhDycqnYWkvM8Ec2EmgC,257090226,245.18 MiB
01ke2641.copc.laz,QmPwLRZGGpmKMfSE7kFfe6AUngLCGDnJF6D2NN21LdauUu,199887847,190.63 MiB
01ke2642.copc.laz,QmUrEH3ShCGJPY8sYL4wgFY5xMvNzJREv5UYa7SrjKdGFR,12459715,11.88 MiB
01ke2643.copc.laz,QmdgQbDyPaU3WGPpPc7KgwmComxFuRGpegegmunecK3JzL,235321365,224.42 MiB
01ke2644.copc.laz,QmR1UyFMt3b2cYQQVwccJFgbCFJer6JnKYL28xLD6UpP5Z,13666643,13.03 MiB
01ke2711.copc.laz,Qmb434nhgeKS2iTzVnhPY21ZKiiYJ2M2VaBcDiEMXD9gXu,235910477,224.98 MiB
01ke2712.copc.laz,QmRAuryBqwP5HM1HWDMuoANjR2ySDDmyuBkpjW2ZAygB4R,152057803,145.01 MiB
01ke2713.copc.laz,QmRFCNGxT9Z74JCjFXBLoPAbBeB6fQzvk1zD9J7CVWAdTT,186250107,177.62 MiB
01ke2714.copc.laz,QmfGuukLoPGraVPc1CZ1uSgRd2RhzF6fahTZBhw3eJeJX5,115423423,110.08 MiB
01ke2731.copc.laz,QmanAfwaCd7uox6Bi1fauV5YrsXpxUnkf6VJW7hZcG65Ba,186702904,178.05 MiB
01ke2732.copc.laz,QmZF9tXaZ19JitpGeU1Pxj27s8APCzK6Zj8enHuHUtpx6N,112148563,106.95 MiB
01ke2733.copc.laz,QmekJgzFs7HdqUgCEALckgSXbzUuo2qHi6ipCegnWDWBiE,240548819,229.41 MiB
01ke2734.copc.laz,QmYbb2otdtoa2mmtk5KsJ2hU1FgVpsvLHG7ZR1hRrVQ83A,63964326,61.00 MiB
01ke3344.copc.laz,Qmck1qifmXECmGgwBgmwpTbz5qCEsYJjwoAMP1a4Nfucvt,28822354,27.49 MiB
01ke3422.copc.laz,Qmc91hgvQSZT163oj8be9dM8k61gTfBFdE1YVbq67ijTDu,8093655,7.72 MiB
01ke3423.copc.laz,QmNvJUPWd6SDyyT9Tw1cy9fx4EtNPMgYTebKyNj8SwUAgM,23030932,21.96 MiB
01ke3424.copc.laz,QmP7KzpPxXHfHxXcAemR8i3XX8BsREPxwrZHxbEUguxZbU,157675509,150.37 MiB
01ke3431.copc.laz,QmcPqrk1XfGjPNudiK2sBSDmihWMfq86cPXnx61gng3RAx,88930051,84.81 MiB
01ke3432.copc.laz,QmeSLBX6JDsadMYppxbX7uCgw9RFAa3r3Bu6L2zmxWmD5Y,197780578,188.62 MiB
01ke3433.copc.laz,QmbubemzX9PxkctGz45E7Toiy9ctHEd35yoSrZQyHghDSA,247113113,235.67 MiB
01ke3434.copc.laz,QmeoJa8EPdXEo6jAFGMRZJiLviqDDnVH8oFocfUicmMSXR,255606667,243.77 MiB
01ke3441.copc.laz,QmToXkqTJVqGF7UdsaSXnrduys1Ej2rHcStnNpS9Mgq8ds,223977631,213.60 MiB
01ke3442.copc.laz,QmVwRZuQ3YkwLxqJ7NWtyKekmakehYvyvwKfpwk5FtVtXA,231724464,220.99 MiB
01ke3443.copc.laz,QmcaYVaqJgKFnesDxYUJ383qaoVVDX9BDDo6nqokUX5cuk,239037899,227.96 MiB
01ke3444.copc.laz,QmRCN1z9AdqqV6ua5a51stMxVas63PpuxL7T2dag3Ej3Jj,253437535,241.70 MiB
01ke3512.copc.laz,Qma2sYwN8Yo6b8xD7zaY9mNfYPDP8t4DBvZmgTTfSibtbW,66721933,63.63 MiB
01ke3513.copc.laz,QmdN66DVgNWFPHhqaG8PhNwWzSaSGzPbnNpuqCEVK7J3h7,231047993,220.34 MiB
01ke3514.copc.laz,Qmb1kGaJJCN8CZcZV4S741YbGRy8v7mXWcofdvNSiCPadf,286290700,273.03 MiB
01ke3521.copc.laz,QmSE9wzsyNKnnzH5MQ86DpuqvAwGCZzsCXfmxRcyK8GptD,207629307,198.01 MiB
01ke3522.copc.laz,QmWpDEcxFk6DASz5mezC1S3by3vSaJM5fiK3Vms1Kokovg,266744945,254.39 MiB
01ke3523.copc.laz,QmeEfBrqwJtz5hmC5ZoTT2pC7yYMuDeNrW5DbjQ1agyNTr,332786482,317.37 MiB
01ke3524.copc.laz,QmP7mqmn5Er3y3yqERcWq1ucomCHmLHMWERdrnXf9WXyHY,260740629,248.66 MiB
01ke3531.copc.laz,QmTiwSh2WbkW6kHMz1ubXxV94nGtywSr7ug2TfQadDUCs6,284036743,270.88 MiB
01ke3532.copc.laz,QmeNPPzWNmbunTGtHhnn4b2TR5utCNZPFgTyeBPTkup5p9,264685711,252.42 MiB
01ke3533.copc.laz,QmYnAJvtpHPBhFX5XsuUcWpxUeZVeJXa2XLfF4MJDvj8Jt,269912373,257.41 MiB
01ke3534.copc.laz,QmTuENgrPEUyd2Xo9rzzWDENCw3Er7gVfSYvuSsgMRgCYK,267086724,254.71 MiB
01ke3541.copc.laz,Qmf2SWht75bEUq1tWEaPnrKd1gM6zanuXbwnGm7aX8FCWq,284941869,271.74 MiB
01ke3542.copc.laz,QmP8AMnCn4assVuVfUywzYwQHfdGEUrzZJSB5hxkVR4PQH,254344659,242.56 MiB
01ke3543.copc.laz,QmTGR54oG5yGsJxg1Zv6j9rao95bsHRqk6hssBNdCKzLm9,273017047,260.37 MiB
01ke3544.copc.laz,QmZ78Pwe7UU79skoLHbrcnJsmgpZNB11C5RU44kCLXqaxX,253104819,241.38 MiB
01ke3611.copc.laz,QmTdNT4CCLZPLBBkeBE4NuLXiDbJw43riMot6ViPAqe9qj,278030406,265.15 MiB
01ke3612.copc.laz,QmbEaUYNzmdQBXM5btzz8cyCnCmXPxe4LffhdZmGZfxAEc,261436842,249.33 MiB
01ke3613.copc.laz,QmenzACVPLwoANC9YHW3KPEe1dX3u5ZSubePoHbYcSaVoX,263112834,250.92 MiB
01ke3614.copc.laz,QmaLSZhtNgwKmNLKHQ7kyXzPdR69wq3tx7am8HV4xtBUVU,267867627,255.46 MiB
01ke3621.copc.laz,QmP3dWo2WwPqkt5uG8rBgVihqm3AXnRaesRkq7DxVGozBJ,179355382,171.05 MiB
01ke3622.copc.laz,QmSsknfpdL65fJKKoUeKjb4VqpGev4R6MN98FVVyEE5PFt,62277684,59.39 MiB
01ke3623.copc.laz,QmShaG7mBKcdtRgt18sSmQRFpEHPjHme7T5KsTo8WSQy5Y,151169306,144.17 MiB
01ke3624.copc.laz,QmcbiFNhFfrwPpd4yJYbgxg55hzW9vU62q8auaP7dkPchs,92928686,88.62 MiB
01ke3631.copc.laz,QmW6Yey13LyiWYcu325pMpowx2teAPoov5NcaWhnCPQcM7,266903370,254.54 MiB
01ke3632.copc.laz,QmUV81f2cbNYXKoigqyFYZuSxBeG4RPJKgf7LAhPbq5E67,272456750,259.84 MiB
01ke3633.copc.laz,Qmae2wa9TQQZnWS6QaGiGX7djvd5j6u5MySzExEyDfE77g,244180915,232.87 MiB
01ke3634.copc.laz,QmeyFtx1EVHFjz2d8evtztNgG96jCMzXsVAEH5ef9PXS5B,241351737,230.17 MiB
01ke3641.copc.laz,QmQnd7XgwYTggENWFzztiMHNj97VihcyizXWv8jvedzY9N,211803855,201.99 MiB
01ke3642.copc.laz,QmRX75zPJG4QMVv79mUHKrY6hK62yYYGr8Uzoq46ALZRJm,200368898,191.09 MiB
01ke3643.copc.laz,QmUcekPQZKZC8bRphu8kQiXK1wShsu9VP1rfvUeDnxDQTG,216653319,206.62 MiB
01ke3644.copc.laz,QmdgV2V7xJKKGyiy6xQkmbB74HBVXBzfu1YHoLpkzh8HYS,282262725,269.19 MiB
01ke3711.copc.laz,QmTNwKL4HkpJMPUnJa7UFMuuAnqTUqqBDpEGVMdYbbnZ4S,115138748,109.80 MiB
01ke3712.copc.laz,QmcoC5QUcAYfh5jXxhtYPpaZwgC1HJdQimBScxNUSRniYT,69543,67.91 KiB
01ke3713.copc.laz,Qmcz9YqERsobf1CydToNjyWrFSHddd6umHWrcGa8gdMJf2,71421893,68.11 MiB
01ke3731.copc.laz,QmeFVrM7573CWQMkdWSWUTy7KPde5PPwAxg2Rt4kbimXT9,106082721,101.17 MiB
01ke3733.copc.laz,QmNPq9Ro3s5cpUBXPWoFgUcn428L6GNX5bJxsxx5qeY8bD,172586008,164.59 MiB
01ke3734.copc.laz,QmaBYHEdGfqdiY92TCB5KG7TZUUg5Ny7GhV2SrTZdxeoS3,6882691,6.56 MiB
01ke4211.copc.laz,QmT4UD9H5wghMnwHQUFDhWBJtHvV925wvgGZJomNpkR4N6,6165857,5.88 MiB
01ke4212.copc.laz,QmSY4ob4DJL51orm8NKWJ3nY9GsFrA8sSaTXCvn1w1S7BY,97951527,93.41 MiB
01ke4213.copc.laz,QmRBgZPgFw4ZofWYVCJwS4jh5vXiLQaFb77n4jvyREz8us,65378898,62.35 MiB
01ke4214.copc.laz,QmNow4tx54qXG8smQ3PdLJMxuzRpkJ3z65QwftMSg83fo7,88103643,84.02 MiB
01ke4221.copc.laz,QmYzwu1uZQNyXCMeWNZEkjgFgLMwypYdoGtkdRkBi8h2VC,1827167,1.74 MiB
01ke4244.copc.laz,QmTvxKrGiYFwaXj6i9skGy4V6Ke9JjEKUeZ11wobWrFR8v,1219205,1.16 MiB
01ke4322.copc.laz,QmXDGFvoYtM3iEvG6giU4bYBfD4pFucSxVwpzbbc4egVZE,1365043,1.30 MiB
01ke4333.copc.laz,QmeiRiSJFMvetonNGGs4sBhGzMzqHL5Sk1TaHUey6kvXK8,14770108,14.09 MiB
01ke4411.copc.laz,QmYJVyQVjYDvAd9N4ZBFPDaGGeqyCBYyorTSZ8jERzVCQx,206745189,197.17 MiB
01ke4412.copc.laz,QmaGpYhNyuSA8PUPScHP3mtq2bwKeUoBchpda48YEGUU4Q,271989595,259.39 MiB
01ke4413.copc.laz,QmXdQdkGf6fjg4cpYoWchBUNgCLUmZHFzfniytWkRv2Zyb,57776565,55.10 MiB
